plant,signal,slice,time,date,treatment
33,20936807,146,613,3.16.07,NPA+FR
34,9673405,146,613,3.16.07,DMSO
24,10374086,147,617,3.16.07,DMSO
25,9728300,147,617,3.16.07,DMSO
26,6171536,147,617,3.16.07,DMSO+FR
27,24866659,147,617,3.16.07,NPA
28,25036951,147,617,3.16.07,NPA
29,20659406,147,617,3.16.07,NPA
30,22728898,147,617,3.16.07,NPA
31,22577928,147,617,3.16.07,NPA+FR
32,34582051,147,617,3.16.07,NPA+FR
33,20556935,147,617,3.16.07,NPA+FR
34,9971069,147,617,3.16.07,DMSO
24,10574197,148,621,3.16.07,DMSO
25,9605901,148,621,3.16.07,DMSO
26,6271865,148,621,3.16.07,DMSO+FR
27,23636585,148,621,3.16.07,NPA
28,25603958,148,621,3.16.07,NPA
29,20574159,148,621,3.16.07,NPA
30,22648317,148,621,3.16.07,NPA
31,22431375,148,621,3.16.07,NPA+FR
32,34529886,148,621,3.16.07,NPA+FR
33,20734463,148,621,3.16.07,NPA+FR
34,8888414,148,621,3.16.07,DMSO
24,10150811,149,625,3.16.07,DMSO
25,10022394,149,625,3.16.07,DMSO
26,6127601,149,625,3.16.07,DMSO+FR
27,24470430,149,625,3.16.07,NPA
28,25138414,149,625,3.16.07,NPA
29,20440031,149,625,3.16.07,NPA
30,22784398,149,625,3.16.07,NPA
31,22422896,149,625,3.16.07,NPA+FR
32,33872880,149,625,3.16.07,NPA+FR
33,20022057,149,625,3.16.07,NPA+FR
34,9303602,149,625,3.16.07,DMSO
24,10419724,150,629,3.16.07,DMSO
25,9946848,150,629,3.16.07,DMSO
26,5902918,150,629,3.16.07,DMSO+FR
27,23772673,150,629,3.16.07,NPA
28,24876444,150,629,3.16.07,NPA
29,20935835,150,629,3.16.07,NPA
30,22480243,150,629,3.16.07,NPA
31,21818286,150,629,3.16.07,NPA+FR
32,32969327,150,629,3.16.07,NPA+FR
33,19782665,150,629,3.16.07,NPA+FR
34,9548814,150,629,3.16.07,DMSO
24,10540392,151,633,3.16.07,DMSO
25,10232512,151,633,3.16.07,DMSO
26,5600807,151,633,3.16.07,DMSO+FR
27,24539376,151,633,3.16.07,NPA
28,25358376,151,633,3.16.07,NPA
29,20941873,151,633,3.16.07,NPA
30,22672391,151,633,3.16.07,NPA
31,21042770,151,633,3.16.07,NPA+FR
32,34153110,151,633,3.16.07,NPA+FR
33,19851980,151,633,3.16.07,NPA+FR
34,9454832,151,633,3.16.07,DMSO
24,10361665,152,637,3.16.07,DMSO
25,10580956,152,637,3.16.07,DMSO
26,5893436,152,637,3.16.07,DMSO+FR
27,23895931,152,637,3.16.07,NPA
28,25341371,152,637,3.16.07,NPA
29,20446514,152,637,3.16.07,NPA
30,23642699,152,637,3.16.07,NPA
31,21728964,152,637,3.16.07,NPA+FR
32,32478414,152,637,3.16.07,NPA+FR
33,19668125,152,637,3.16.07,NPA+FR
34,9450399,152,637,3.16.07,DMSO
24,10916607,153,641,3.16.07,DMSO
25,10216708,153,641,3.16.07,DMSO
26,5636600,153,641,3.16.07,DMSO+FR
27,23516450,153,641,3.16.07,NPA
28,24852950,153,641,3.16.07,NPA
29,20128786,153,641,3.16.07,NPA
30,22675170,153,641,3.16.07,NPA
31,21729382,153,641,3.16.07,NPA+FR
32,33036934,153,641,3.16.07,NPA+FR
33,19831200,153,641,3.16.07,NPA+FR
34,9063706,153,641,3.16.07,DMSO
24,10350768,154,645,3.16.07,DMSO
25,9971751,154,645,3.16.07,DMSO
26,5703975,154,645,3.16.07,DMSO+FR
27,23804875,154,645,3.16.07,NPA
28,24943729,154,645,3.16.07,NPA
29,21081333,154,645,3.16.07,NPA
30,22429206,154,645,3.16.07,NPA
31,21456913,154,645,3.16.07,NPA+FR
32,32404176,154,645,3.16.07,NPA+FR
33,19332451,154,645,3.16.07,NPA+FR
34,9704654,154,645,3.16.07,DMSO
24,10513789,155,649,3.16.07,DMSO
25,10034305,155,649,3.16.07,DMSO
26,5570340,155,649,3.16.07,DMSO+FR
27,24860117,155,649,3.16.07,NPA
28,24874747,155,649,3.16.07,NPA
29,20717536,155,649,3.16.07,NPA
30,22706069,155,649,3.16.07,NPA
31,20596824,155,649,3.16.07,NPA+FR
32,31523554,155,649,3.16.07,NPA+FR
33,18832380,155,649,3.16.07,NPA+FR
34,10108320,155,649,3.16.07,DMSO
24,10807411,156,653,3.16.07,DMSO
25,10258128,156,653,3.16.07,DMSO
26,5868862,156,653,3.16.07,DMSO+FR
27,24597380,156,653,3.16.07,NPA
28,24330722,156,653,3.16.07,NPA
29,21887112,156,653,3.16.07,NPA
30,23249375,156,653,3.16.07,NPA
31,21829410,156,653,3.16.07,NPA+FR
32,31640075,156,653,3.16.07,NPA+FR
33,19472542,156,653,3.16.07,NPA+FR
34,9813435,156,653,3.16.07,DMSO
24,10555240,157,657,3.16.07,DMSO
25,9842794,157,657,3.16.07,DMSO
26,5462770,157,657,3.16.07,DMSO+FR
27,24853797,157,657,3.16.07,NPA
28,24246873,157,657,3.16.07,NPA
29,21285047,157,657,3.16.07,NPA
30,22578775,157,657,3.16.07,NPA
31,21168166,157,657,3.16.07,NPA+FR
32,31347589,157,657,3.16.07,NPA+FR
33,18716712,157,657,3.16.07,NPA+FR
34,9854482,157,657,3.16.07,DMSO
24,10268479,158,661,3.16.07,DMSO
25,10057226,158,661,3.16.07,DMSO
26,5308209,158,661,3.16.07,DMSO+FR
27,24181085,158,661,3.16.07,NPA
28,24458660,158,661,3.16.07,NPA
29,20799739,158,661,3.16.07,NPA
30,22143454,158,661,3.16.07,NPA
31,20099327,158,661,3.16.07,NPA+FR
32,29625880,158,661,3.16.07,NPA+FR
33,17983235,158,661,3.16.07,NPA+FR
34,9709815,158,661,3.16.07,DMSO
24,9460164,159,665,3.16.07,DMSO
25,9961605,159,665,3.16.07,DMSO
26,5166869,159,665,3.16.07,DMSO+FR
27,23596914,159,665,3.16.07,NPA
28,24558050,159,665,3.16.07,NPA
29,20477748,159,665,3.16.07,NPA
30,22798166,159,665,3.16.07,NPA
31,20083949,159,665,3.16.07,NPA+FR
32,31502908,159,665,3.16.07,NPA+FR
33,17816113,159,665,3.16.07,NPA+FR
34,8894569,159,665,3.16.07,DMSO
24,10437519,160,669,3.16.07,DMSO
25,10452688,160,669,3.16.07,DMSO
26,5186942,160,669,3.16.07,DMSO+FR
27,24949769,160,669,3.16.07,NPA
28,24524359,160,669,3.16.07,NPA
29,21141257,160,669,3.16.07,NPA
30,22377343,160,669,3.16.07,NPA
31,19410732,160,669,3.16.07,NPA+FR
32,30137580,160,669,3.16.07,NPA+FR
33,18286333,160,669,3.16.07,NPA+FR
34,10105204,160,669,3.16.07,DMSO
24,10409618,161,673,3.16.07,DMSO
25,10373706,161,673,3.16.07,DMSO
26,5854760,161,673,3.16.07,DMSO+FR
27,23085392,161,673,3.16.07,NPA
28,24747411,161,673,3.16.07,NPA
29,21893697,161,673,3.16.07,NPA
30,22399800,161,673,3.16.07,NPA
31,19718802,161,673,3.16.07,NPA+FR
32,30242793,161,673,3.16.07,NPA+FR
33,18200360,161,673,3.16.07,NPA+FR
34,9591991,161,673,3.16.07,DMSO
24,9616282,162,677,3.16.07,DMSO
25,10084752,162,677,3.16.07,DMSO
26,5219930,162,677,3.16.07,DMSO+FR
27,23068358,162,677,3.16.07,NPA
28,23947689,162,677,3.16.07,NPA
29,20513145,162,677,3.16.07,NPA
30,21911364,162,677,3.16.07,NPA
31,19476088,162,677,3.16.07,NPA+FR
32,28883468,162,677,3.16.07,NPA+FR
33,17250795,162,677,3.16.07,NPA+FR
34,9722646,162,677,3.16.07,DMSO
24,10000631,163,681,3.16.07,DMSO
25,9950481,163,681,3.16.07,DMSO
26,4929507,163,681,3.16.07,DMSO+FR
27,22979345,163,681,3.16.07,NPA
28,22855641,163,681,3.16.07,NPA
29,20622449,163,681,3.16.07,NPA
30,21631306,163,681,3.16.07,NPA
31,19609150,163,681,3.16.07,NPA+FR
32,29971605,163,681,3.16.07,NPA+FR
33,17929898,163,681,3.16.07,NPA+FR
34,9502434,163,681,3.16.07,DMSO
24,9666995,164,685,3.16.07,DMSO
25,9979888,164,685,3.16.07,DMSO
26,5350363,164,685,3.16.07,DMSO+FR
27,22683012,164,685,3.16.07,NPA
28,23384117,164,685,3.16.07,NPA
29,21767146,164,685,3.16.07,NPA
30,21535188,164,685,3.16.07,NPA
31,18814288,164,685,3.16.07,NPA+FR
32,28640108,164,685,3.16.07,NPA+FR
33,17721251,164,685,3.16.07,NPA+FR
34,9393885,164,685,3.16.07,DMSO
24,9883091,165,689,3.16.07,DMSO
25,10315149,165,689,3.16.07,DMSO
26,5244171,165,689,3.16.07,DMSO+FR
27,24303603,165,689,3.16.07,NPA
28,23935440,165,689,3.16.07,NPA
29,20103797,165,689,3.16.07,NPA
30,21432730,165,689,3.16.07,NPA
31,18642989,165,689,3.16.07,NPA+FR
32,27984124,165,689,3.16.07,NPA+FR
33,18360833,165,689,3.16.07,NPA+FR
34,9503308,165,689,3.16.07,DMSO
24,10131620,166,693,3.16.07,DMSO
25,10594303,166,693,3.16.07,DMSO
26,5182165,166,693,3.16.07,DMSO+FR
27,24067435,166,693,3.16.07,NPA
28,22729410,166,693,3.16.07,NPA
29,21314986,166,693,3.16.07,NPA
30,22232791,166,693,3.16.07,NPA
31,18925648,166,693,3.16.07,NPA+FR
32,27842428,166,693,3.16.07,NPA+FR
33,17120091,166,693,3.16.07,NPA+FR
34,9534783,166,693,3.16.07,DMSO
24,9213836,167,697,3.16.07,DMSO
25,10232120,167,697,3.16.07,DMSO
26,5019755,167,697,3.16.07,DMSO+FR
27,23026774,167,697,3.16.07,NPA
28,23121946,167,697,3.16.07,NPA
29,21317321,167,697,3.16.07,NPA
30,20946229,167,697,3.16.07,NPA
31,19179048,167,697,3.16.07,NPA+FR
32,28419938,167,697,3.16.07,NPA+FR
33,16580231,167,697,3.16.07,NPA+FR
34,9870616,167,697,3.16.07,DMSO
24,9650807,168,701,3.16.07,DMSO
25,10053409,168,701,3.16.07,DMSO
26,5013768,168,701,3.16.07,DMSO+FR
27,23225531,168,701,3.16.07,NPA
28,22370858,168,701,3.16.07,NPA
29,21313270,168,701,3.16.07,NPA
30,22585168,168,701,3.16.07,NPA
31,18537298,168,701,3.16.07,NPA+FR
32,27879406,168,701,3.16.07,NPA+FR
33,17530404,168,701,3.16.07,NPA+FR
34,10103927,168,701,3.16.07,DMSO
24,9444969,169,705,3.16.07,DMSO
25,10147986,169,705,3.16.07,DMSO
26,4687783,169,705,3.16.07,DMSO+FR
27,22561013,169,705,3.16.07,NPA
28,23238059,169,705,3.16.07,NPA
29,20426136,169,705,3.16.07,NPA
30,21832945,169,705,3.16.07,NPA
31,17767699,169,705,3.16.07,NPA+FR
32,27535216,169,705,3.16.07,NPA+FR
33,16803483,169,705,3.16.07,NPA+FR
34,9382779,169,705,3.16.07,DMSO
24,9610029,170,709,3.16.07,DMSO
25,9745573,170,709,3.16.07,DMSO
26,5092350,170,709,3.16.07,DMSO+FR
27,23383935,170,709,3.16.07,NPA
28,23053715,170,709,3.16.07,NPA
29,20874796,170,709,3.16.07,NPA
30,22171632,170,709,3.16.07,NPA
31,16864289,170,709,3.16.07,NPA+FR
32,27108507,170,709,3.16.07,NPA+FR
33,17026906,170,709,3.16.07,NPA+FR
34,10044800,170,709,3.16.07,DMSO
24,10110647,171,713,3.16.07,DMSO
25,10364703,171,713,3.16.07,DMSO
26,4672232,171,713,3.16.07,DMSO+FR
27,22526348,171,713,3.16.07,NPA
28,22547775,171,713,3.16.07,NPA
29,21617673,171,713,3.16.07,NPA
30,22109924,171,713,3.16.07,NPA
31,18201204,171,713,3.16.07,NPA+FR
32,27781298,171,713,3.16.07,NPA+FR
33,15856936,171,713,3.16.07,NPA+FR
34,9688990,171,713,3.16.07,DMSO
24,9167058,172,717,3.16.07,DMSO
25,9467668,172,717,3.16.07,DMSO
26,4882261,172,717,3.16.07,DMSO+FR
27,23377802,172,717,3.16.07,NPA
28,22268139,172,717,3.16.07,NPA
29,20915432,172,717,3.16.07,NPA
30,20617604,172,717,3.16.07,NPA
31,17839024,172,717,3.16.07,NPA+FR
32,26457111,172,717,3.16.07,NPA+FR
33,15968655,172,717,3.16.07,NPA+FR
34,9378360,172,717,3.16.07,DMSO
24,9070322,173,721,3.16.07,DMSO
25,10594635,173,721,3.16.07,DMSO
26,4969904,173,721,3.16.07,DMSO+FR
27,23184333,173,721,3.16.07,NPA
28,22397368,173,721,3.16.07,NPA
29,21522591,173,721,3.16.07,NPA
30,21919377,173,721,3.16.07,NPA
31,17577469,173,721,3.16.07,NPA+FR
32,26626687,173,721,3.16.07,NPA+FR
33,16224360,173,721,3.16.07,NPA+FR
34,8779034,173,721,3.16.07,DMSO
24,9270781,174,725,3.16.07,DMSO
25,10421151,174,725,3.16.07,DMSO
26,5174957,174,725,3.16.07,DMSO+FR
27,23713444,174,725,3.16.07,NPA
28,22832044,174,725,3.16.07,NPA
29,21186112,174,725,3.16.07,NPA
30,21547943,174,725,3.16.07,NPA
31,17383376,174,725,3.16.07,NPA+FR
32,26283979,174,725,3.16.07,NPA+FR
33,15915797,174,725,3.16.07,NPA+FR
34,9395065,174,725,3.16.07,DMSO
24,9738927,175,729,3.16.07,DMSO
25,9627941,175,729,3.16.07,DMSO
26,5193393,175,729,3.16.07,DMSO+FR
27,23637688,175,729,3.16.07,NPA
28,22736757,175,729,3.16.07,NPA
29,21311195,175,729,3.16.07,NPA
30,22287516,175,729,3.16.07,NPA
31,17210925,175,729,3.16.07,NPA+FR
32,26516417,175,729,3.16.07,NPA+FR
33,16218899,175,729,3.16.07,NPA+FR
34,9308277,175,729,3.16.07,DMSO
24,9638478,176,733,3.16.07,DMSO
25,9868907,176,733,3.16.07,DMSO
26,5054905,176,733,3.16.07,DMSO+FR
27,22969209,176,733,3.16.07,NPA
28,21730852,176,733,3.16.07,NPA
29,20934963,176,733,3.16.07,NPA
30,21409690,176,733,3.16.07,NPA
31,17759355,176,733,3.16.07,NPA+FR
32,26689692,176,733,3.16.07,NPA+FR
33,15509650,176,733,3.16.07,NPA+FR
34,9313588,176,733,3.16.07,DMSO
24,8801235,177,737,3.16.07,DMSO
25,9517387,177,737,3.16.07,DMSO
26,4694417,177,737,3.16.07,DMSO+FR
27,22624052,177,737,3.16.07,NPA
28,21224136,177,737,3.16.07,NPA
29,21494066,177,737,3.16.07,NPA
30,21325401,177,737,3.16.07,NPA
31,15866508,177,737,3.16.07,NPA+FR
32,25331662,177,737,3.16.07,NPA+FR
33,15822997,177,737,3.16.07,NPA+FR
34,9502921,177,737,3.16.07,DMSO
24,9271241,178,741,3.16.07,DMSO
25,9968956,178,741,3.16.07,DMSO
26,4823542,178,741,3.16.07,DMSO+FR
27,22739426,178,741,3.16.07,NPA
28,22196606,178,741,3.16.07,NPA
29,21385853,178,741,3.16.07,NPA
30,21274969,178,741,3.16.07,NPA
31,17004700,178,741,3.16.07,NPA+FR
32,24811507,178,741,3.16.07,NPA+FR
33,15554453,178,741,3.16.07,NPA+FR
34,9247351,178,741,3.16.07,DMSO
24,9074557,179,745,3.16.07,DMSO
25,9890299,179,745,3.16.07,DMSO
26,4609646,179,745,3.16.07,DMSO+FR
27,22264876,179,745,3.16.07,NPA
28,21797837,179,745,3.16.07,NPA
29,20047712,179,745,3.16.07,NPA
30,21200424,179,745,3.16.07,NPA
31,16011791,179,745,3.16.07,NPA+FR
32,24791388,179,745,3.16.07,NPA+FR
33,15098029,179,745,3.16.07,NPA+FR
34,9611372,179,745,3.16.07,DMSO
24,9364096,180,749,3.16.07,DMSO
25,9806036,180,749,3.16.07,DMSO
26,4643049,180,749,3.16.07,DMSO+FR
27,21777321,180,749,3.16.07,NPA
28,21589371,180,749,3.16.07,NPA
29,19918637,180,749,3.16.07,NPA
30,21408831,180,749,3.16.07,NPA
31,16168838,180,749,3.16.07,NPA+FR
32,26021291,180,749,3.16.07,NPA+FR
33,15202625,180,749,3.16.07,NPA+FR
34,9513842,180,749,3.16.07,DMSO
24,8873321,181,753,3.16.07,DMSO
25,9596433,181,753,3.16.07,DMSO
26,4911053,181,753,3.16.07,DMSO+FR
27,22767889,181,753,3.16.07,NPA
28,21585420,181,753,3.16.07,NPA
29,20452695,181,753,3.16.07,NPA
30,20137731,181,753,3.16.07,NPA
31,16961691,181,753,3.16.07,NPA+FR
32,23368066,181,753,3.16.07,NPA+FR
33,15329612,181,753,3.16.07,NPA+FR
34,9145996,181,753,3.16.07,DMSO
24,9351413,182,757,3.16.07,DMSO
25,9425255,182,757,3.16.07,DMSO
26,4692441,182,757,3.16.07,DMSO+FR
27,22954339,182,757,3.16.07,NPA
28,21380976,182,757,3.16.07,NPA
29,20101042,182,757,3.16.07,NPA
30,21240197,182,757,3.16.07,NPA
31,16509757,182,757,3.16.07,NPA+FR
32,23867842,182,757,3.16.07,NPA+FR
33,14357156,182,757,3.16.07,NPA+FR
34,9781467,182,757,3.16.07,DMSO
24,8898066,183,761,3.16.07,DMSO
25,9672013,183,761,3.16.07,DMSO
26,4294917,183,761,3.16.07,DMSO+FR
27,22731852,183,761,3.16.07,NPA
28,21289813,183,761,3.16.07,NPA
29,20448988,183,761,3.16.07,NPA
30,21510000,183,761,3.16.07,NPA
31,16843100,183,761,3.16.07,NPA+FR
32,24108294,183,761,3.16.07,NPA+FR
33,15478331,183,761,3.16.07,NPA+FR
34,9106106,183,761,3.16.07,DMSO
24,8672605,184,765,3.16.07,DMSO
25,9370431,184,765,3.16.07,DMSO
26,4825710,184,765,3.16.07,DMSO+FR
27,23045778,184,765,3.16.07,NPA
28,20493818,184,765,3.16.07,NPA
29,19863002,184,765,3.16.07,NPA
30,21247636,184,765,3.16.07,NPA
31,15586064,184,765,3.16.07,NPA+FR
32,23130001,184,765,3.16.07,NPA+FR
33,14530294,184,765,3.16.07,NPA+FR
34,9057425,184,765,3.16.07,DMSO
24,8814545,185,769,3.16.07,DMSO
25,9728531,185,769,3.16.07,DMSO
26,4120459,185,769,3.16.07,DMSO+FR
27,21856234,185,769,3.16.07,NPA
28,21073080,185,769,3.16.07,NPA
29,19734570,185,769,3.16.07,NPA
30,20736941,185,769,3.16.07,NPA
31,15016970,185,769,3.16.07,NPA+FR
32,23522696,185,769,3.16.07,NPA+FR
33,14681036,185,769,3.16.07,NPA+FR
34,9053672,185,769,3.16.07,DMSO
24,8655244,186,773,3.16.07,DMSO
25,9847488,186,773,3.16.07,DMSO
26,4475255,186,773,3.16.07,DMSO+FR
27,22209882,186,773,3.16.07,NPA
28,20832960,186,773,3.16.07,NPA
29,20824628,186,773,3.16.07,NPA
30,20464287,186,773,3.16.07,NPA
31,16906906,186,773,3.16.07,NPA+FR
32,24801579,186,773,3.16.07,NPA+FR
33,14840909,186,773,3.16.07,NPA+FR
34,9352089,186,773,3.16.07,DMSO
24,8376939,187,777,3.16.07,DMSO
25,9179555,187,777,3.16.07,DMSO
26,4450968,187,777,3.16.07,DMSO+FR
27,21804179,187,777,3.16.07,NPA
28,20638099,187,777,3.16.07,NPA
29,20035473,187,777,3.16.07,NPA
30,20299931,187,777,3.16.07,NPA
31,15945406,187,777,3.16.07,NPA+FR
32,23385679,187,777,3.16.07,NPA+FR
33,14071174,187,777,3.16.07,NPA+FR
34,9433939,187,777,3.16.07,DMSO
24,8136463,188,781,3.16.07,DMSO
25,8895713,188,781,3.16.07,DMSO
26,4213417,188,781,3.16.07,DMSO+FR
27,20964808,188,781,3.16.07,NPA
28,21321301,188,781,3.16.07,NPA
29,20944477,188,781,3.16.07,NPA
30,21435527,188,781,3.16.07,NPA
31,15422084,188,781,3.16.07,NPA+FR
32,22602847,188,781,3.16.07,NPA+FR
33,13986351,188,781,3.16.07,NPA+FR
34,9586232,188,781,3.16.07,DMSO
24,8656266,189,785,3.16.07,DMSO
25,9446188,189,785,3.16.07,DMSO
26,4166836,189,785,3.16.07,DMSO+FR
27,21676997,189,785,3.16.07,NPA
28,20812803,189,785,3.16.07,NPA
29,19693212,189,785,3.16.07,NPA
30,21300176,189,785,3.16.07,NPA
31,15662355,189,785,3.16.07,NPA+FR
32,22550727,189,785,3.16.07,NPA+FR
33,14328247,189,785,3.16.07,NPA+FR
34,9483257,189,785,3.16.07,DMSO
24,8489279,190,789,3.16.07,DMSO
25,9574973,190,789,3.16.07,DMSO
26,4092138,190,789,3.16.07,DMSO+FR
27,22142480,190,789,3.16.07,NPA
28,20244930,190,789,3.16.07,NPA
29,21247064,190,789,3.16.07,NPA
30,20436674,190,789,3.16.07,NPA
31,15314234,190,789,3.16.07,NPA+FR
32,21339562,190,789,3.16.07,NPA+FR
33,14285760,190,789,3.16.07,NPA+FR
34,9572665,190,789,3.16.07,DMSO
24,8253866,191,793,3.16.07,DMSO
25,9238403,191,793,3.16.07,DMSO
26,4315641,191,793,3.16.07,DMSO+FR
27,21061582,191,793,3.16.07,NPA
28,20230604,191,793,3.16.07,NPA
29,20512776,191,793,3.16.07,NPA
30,21231383,191,793,3.16.07,NPA
31,14992237,191,793,3.16.07,NPA+FR
32,21762085,191,793,3.16.07,NPA+FR
33,14267885,191,793,3.16.07,NPA+FR
34,9215766,191,793,3.16.07,DMSO
24,8667687,192,797,3.16.07,DMSO
25,9699482,192,797,3.16.07,DMSO
26,4232645,192,797,3.16.07,DMSO+FR
27,21503621,192,797,3.16.07,NPA
28,20613746,192,797,3.16.07,NPA
29,20430352,192,797,3.16.07,NPA
30,21417167,192,797,3.16.07,NPA
31,15107282,192,797,3.16.07,NPA+FR
32,21672389,192,797,3.16.07,NPA+FR
33,14493052,192,797,3.16.07,NPA+FR
34,9048648,192,797,3.16.07,DMSO
24,8769508,193,801,3.16.07,DMSO
25,9380975,193,801,3.16.07,DMSO
26,4083060,193,801,3.16.07,DMSO+FR
27,21858762,193,801,3.16.07,NPA
28,20317397,193,801,3.16.07,NPA
29,20995398,193,801,3.16.07,NPA
30,21193235,193,801,3.16.07,NPA
31,14015681,193,801,3.16.07,NPA+FR
32,21617821,193,801,3.16.07,NPA+FR
33,14135276,193,801,3.16.07,NPA+FR
34,8845710,193,801,3.16.07,DMSO
24,8445965,194,805,3.16.07,DMSO
25,9312364,194,805,3.16.07,DMSO
26,3822928,194,805,3.16.07,DMSO+FR
27,21823518,194,805,3.16.07,NPA
28,19689824,194,805,3.16.07,NPA
29,20528517,194,805,3.16.07,NPA
30,21074133,194,805,3.16.07,NPA
31,14570981,194,805,3.16.07,NPA+FR
32,21368906,194,805,3.16.07,NPA+FR
33,14075125,194,805,3.16.07,NPA+FR
34,9088041,194,805,3.16.07,DMSO
24,8471917,195,809,3.16.07,DMSO
25,9488746,195,809,3.16.07,DMSO
26,4279596,195,809,3.16.07,DMSO+FR
27,20732968,195,809,3.16.07,NPA
28,20082742,195,809,3.16.07,NPA
29,20602642,195,809,3.16.07,NPA
30,21088537,195,809,3.16.07,NPA
31,14413230,195,809,3.16.07,NPA+FR
32,20981982,195,809,3.16.07,NPA+FR
33,12830788,195,809,3.16.07,NPA+FR
34,9341308,195,809,3.16.07,DMSO
24,8032183,196,813,3.16.07,DMSO
25,9424591,196,813,3.16.07,DMSO
26,4257824,196,813,3.16.07,DMSO+FR
27,20826850,196,813,3.16.07,NPA
28,19900308,196,813,3.16.07,NPA
29,21410674,196,813,3.16.07,NPA
30,20975611,196,813,3.16.07,NPA
31,13630285,196,813,3.16.07,NPA+FR
32,20378680,196,813,3.16.07,NPA+FR
33,13350497,196,813,3.16.07,NPA+FR
34,9239353,196,813,3.16.07,DMSO
24,8408889,197,817,3.16.07,DMSO
25,8783767,197,817,3.16.07,DMSO
26,3974093,197,817,3.16.07,DMSO+FR
27,21366293,197,817,3.16.07,NPA
28,19025510,197,817,3.16.07,NPA
29,20449744,197,817,3.16.07,NPA
30,20662190,197,817,3.16.07,NPA
31,14487385,197,817,3.16.07,NPA+FR
32,19776932,197,817,3.16.07,NPA+FR
33,13261979,197,817,3.16.07,NPA+FR
34,8925241,197,817,3.16.07,DMSO
24,7925830,198,821,3.16.07,DMSO
25,9646291,198,821,3.16.07,DMSO
26,4052872,198,821,3.16.07,DMSO+FR
27,21541014,198,821,3.16.07,NPA
28,20003622,198,821,3.16.07,NPA
29,20181749,198,821,3.16.07,NPA
30,20621165,198,821,3.16.07,NPA
31,14001740,198,821,3.16.07,NPA+FR
32,20661136,198,821,3.16.07,NPA+FR
33,13749920,198,821,3.16.07,NPA+FR
34,9048354,198,821,3.16.07,DMSO
24,7538686,199,825,3.16.07,DMSO
25,9087679,199,825,3.16.07,DMSO
26,3974707,199,825,3.16.07,DMSO+FR
27,20727480,199,825,3.16.07,NPA
28,19796675,199,825,3.16.07,NPA
29,20134582,199,825,3.16.07,NPA
30,20433695,199,825,3.16.07,NPA
31,13766410,199,825,3.16.07,NPA+FR
32,20307750,199,825,3.16.07,NPA+FR
33,12901738,199,825,3.16.07,NPA+FR
34,9208988,199,825,3.16.07,DMSO
24,7850732,200,829,3.16.07,DMSO
25,9071263,200,829,3.16.07,DMSO
26,4220594,200,829,3.16.07,DMSO+FR
27,21683647,200,829,3.16.07,NPA
28,19590816,200,829,3.16.07,NPA
29,20439034,200,829,3.16.07,NPA
30,21227958,200,829,3.16.07,NPA
31,14326148,200,829,3.16.07,NPA+FR
32,19926655,200,829,3.16.07,NPA+FR
33,12823229,200,829,3.16.07,NPA+FR
34,9307592,200,829,3.16.07,DMSO
24,7849351,201,833,3.16.07,DMSO
25,8796281,201,833,3.16.07,DMSO
26,4013092,201,833,3.16.07,DMSO+FR
27,20110546,201,833,3.16.07,NPA
28,19756434,201,833,3.16.07,NPA
29,20304629,201,833,3.16.07,NPA
30,20935293,201,833,3.16.07,NPA
31,13510562,201,833,3.16.07,NPA+FR
32,19365669,201,833,3.16.07,NPA+FR
33,13630081,201,833,3.16.07,NPA+FR
34,9171821,201,833,3.16.07,DMSO
24,8763011,202,837,3.16.07,DMSO
25,9031302,202,837,3.16.07,DMSO
26,3835637,202,837,3.16.07,DMSO+FR
27,20829392,202,837,3.16.07,NPA
28,20240022,202,837,3.16.07,NPA
29,20462519,202,837,3.16.07,NPA
30,20835055,202,837,3.16.07,NPA
31,13003922,202,837,3.16.07,NPA+FR
32,19499727,202,837,3.16.07,NPA+FR
33,12661999,202,837,3.16.07,NPA+FR
34,8759522,202,837,3.16.07,DMSO
24,7745801,203,841,3.16.07,DMSO
25,9168238,203,841,3.16.07,DMSO
26,4000857,203,841,3.16.07,DMSO+FR
27,21501600,203,841,3.16.07,NPA
28,19244425,203,841,3.16.07,NPA
29,19525055,203,841,3.16.07,NPA
30,20975564,203,841,3.16.07,NPA
31,13748278,203,841,3.16.07,NPA+FR
32,18913002,203,841,3.16.07,NPA+FR
33,12741439,203,841,3.16.07,NPA+FR
34,9321440,203,841,3.16.07,DMSO
24,7895554,204,845,3.16.07,DMSO
25,8674844,204,845,3.16.07,DMSO
26,3819372,204,845,3.16.07,DMSO+FR
27,20613831,204,845,3.16.07,NPA
28,19267683,204,845,3.16.07,NPA
29,19901853,204,845,3.16.07,NPA
30,20608964,204,845,3.16.07,NPA
31,13927609,204,845,3.16.07,NPA+FR
32,19821892,204,845,3.16.07,NPA+FR
33,13046141,204,845,3.16.07,NPA+FR
34,9593777,204,845,3.16.07,DMSO
24,7976746,205,849,3.16.07,DMSO
25,9110655,205,849,3.16.07,DMSO
26,3711312,205,849,3.16.07,DMSO+FR
27,19862725,205,849,3.16.07,NPA
28,19861543,205,849,3.16.07,NPA
29,19748231,205,849,3.16.07,NPA
30,20158387,205,849,3.16.07,NPA
31,13448426,205,849,3.16.07,NPA+FR
32,19606413,205,849,3.16.07,NPA+FR
33,12814084,205,849,3.16.07,NPA+FR
34,8538552,205,849,3.16.07,DMSO
